Messort_Code;Messort_Name;Messort_Typ;Latitude;Longitude;Latitude_WGS84;Longitude_WGS84;X_LV95;Y_LV95;Messintervall;Gemeinde;Strasse_Nr;PLZ
106;Weiningen-Schlüechti;Schulhaus;47 25 04.1;8 26 02.0;47.41780556;8.433888889;2675105;1252364;Einmalige Messung;Weiningen;NA;NA
107;Bäretswil-im-Letten;Schulhaus;47 20 21.0;8 51 03.3;47.33916667;8.850916667;2706729;1244105;Einmalige Messung;Bäretswil;NA;NA
108;Fischenthal-Schmittenbach;Schulhaus;47 20 37.0;8 55 50.5;47.34361111;8.930694444;2712748;1244711;Einmalige Messung;Fischenthal;NA;NA
109;Gossau-Berg;Schulhaus;47 18 03.5;8 46 04.7;47.30097222;8.767972222;2700533;1239750;Einmalige Messung;Gossau;NA;NA
110;Gossau-Rosswis;Schulhaus;47 18 30.8;8 45 18.5;47.30855556;8.755138889;2699549;1240577;Einmalige Messung;Gossau;NA;NA
111;Grüningen-Aussergass;Schulhaus;47 16 42.3;8 45 29.4;47.27841667;8.758166667;2699834;1237230;Einmalige Messung;Grüningen;NA;NA
112;Grüningen-Zentralschulhaus;Schulhaus;47 16 45.9;8 45 37.4;47.27941667;8.760388889;2700000;1237344;Einmalige Messung;Grüningen;NA;NA
113;Hinwil-Breite;Schulhaus;47 17 57.1;8 50 58.0;47.29919444;8.849444444;2706698;1239660;Einmalige Messung;Hinwil;NA;NA
114;Rüti-Ferrach;Schulhaus;47 15 27.8;8 51 15.1;47.25772222;8.854194444;2707140;1235056;Einmalige Messung;Rüti;NA;NA
115;Rüti-Schanz;Schulhaus;47 15 37.5;8 50 46.7;47.26041667;8.846305556;2706538;1235345;Einmalige Messung;Rüti;NA;NA
116;Tann-Dürnten-Bogenacker;Schulhaus;47 16 00.6;8 51 01.8;47.26683333;8.8505;2706842;1236064;Einmalige Messung;Tann;NA;NA
117;Wald-Burg;Schulhaus;47 16 43.2;8 54 56.3;47.27866667;8.915638889;2711746;1237470;Einmalige Messung;Wald;NA;NA
118;Wald-Neuwies;Schulhaus;47 16 27.3;8 55 15.0;47.27425;8.920833333;2712149;1236987;Einmalige Messung;Wald;NA;NA
119;Wetzikon-Sekundarschule-Zentrum;Schulhaus;47 19 29.3;8 48 03.1;47.32480556;8.800861111;2702974;1242442;Einmalige Messung;Wetzikon;NA;NA
120;Adliswil_Kopfholz;Schulhaus;47 18 29.6;8 31 59.5;47.30822222;8.533194444;2682768;1240282;Einmalige Messung;Adliswil;NA;NA
121;Adliswil_Kronenwiese;Schulhaus;47 18 47.9;8 31 43.7;47.31330556;8.528805556;2682428;1240842;Einmalige Messung;Adliswil;NA;NA
122;Adliswil_Sonnenberg;Schulhaus;47 18 37.2;8 31 15.9;47.31033333;8.521083333;2681849;1240504;Einmalige Messung;Adliswil;NA;NA
123;Hirzel-Schützenmatt;Schulhaus;47 12 55.8;8 36 19.0;47.2155;8.605277778;2688372;1230053;Einmalige Messung;Hirzel;NA;NA
124;Horgen Berghalde;Schulhaus;47 15 22.9;8 35 57.8;47.25636111;8.599388889;2687858;1234588;Einmalige Messung;Horgen;NA;NA
125;Horgen-Baumgärtli;Schulhaus;47 15 32.9;8 35 59.0;47.25913889;8.599722222;2687879;1234898;Einmalige Messung;Horgen;NA;NA
126;Horgen-Rainweg;Schulhaus;47 15 22.8;8 35 56.0;47.25633333;8.598888889;2687821;1234585;Einmalige Messung;Horgen;NA;NA
127;Horgen-Rotweg;Schulhaus;47 15 18.3;8 36 32.8;47.25508333;8.609111111;2688596;1234457;Einmalige Messung;Horgen;NA;NA
128;Horgen-Tannenbach;Schulhaus;47 15 59.0;8 35 03.0;47.26638889;8.584166667;2686690;1235686;Einmalige Messung;Horgen;NA;NA
129;Hütten-Primarschule;Schulhaus;47 10 31.0;8 39 58.4;47.17527778;8.666222222;2693058;1225652;Einmalige Messung;Hütten;NA;NA
130;Kilchberg-Brunnenmoos;Schulhaus;47 19 10.5;8 32 39.3;47.31958333;8.54425;2683586;1241556;Einmalige Messung;Kilchberg;NA;NA
131;Kilchberg-Dorf;Schulhaus;47 19 20.4;8 32 50.3;47.32233333;8.547305556;2683813;1241865;Einmalige Messung;Kilchberg;NA;NA
132;Langnau-Im-Widmer;Schulhaus;47 17 21.7;8 32 27.3;47.28936111;8.540916667;2683381;1238193;Einmalige Messung;Langnau;NA;NA
133;Oberrieden-Kirchstrasse;Schulhaus;47 16 34.8;8 34 35.1;47.27633333;8.576416667;2686088;1236783;Einmalige Messung;Oberrieden;NA;NA
134;Oberrieden-Pünt;Schulhaus;47 16 27.4;8 34 37.5;47.27427778;8.577083333;2686141;1236555;Einmalige Messung;Oberrieden;NA;NA
135;Richterswil- Boden;Schulhaus;47 12 30.1;8 41 53.3;47.20836111;8.698138889;2695418;1229368;Einmalige Messung;Richterswil;NA;NA
136;Rüschlikon-Im-Moos;Schulhaus;47 18 25.7;8 32 50.7;47.30713889;8.547416667;2683845;1240176;Einmalige Messung;Rüschlikon;NA;NA
137;Rüschlikon-Primar-Dorf;Schulhaus;47 18 31.2;8 33 22.1;47.30866667;8.556138889;2684502;1240356;Einmalige Messung;Rüschlikon;NA;NA
138;Samstagern-Altes-Schulhaus;Schulhaus;47 11 35.5;8 40 37.1;47.19319444;8.676972222;2693841;1227656;Einmalige Messung;Samstagern;NA;NA
139;Schoenenberg-Primarschule;Schulhaus;47 11 38.2;8 38 30.6;47.19394444;8.641833333;2691177;1227698;Einmalige Messung;Schoenenberg;NA;NA
140;Thalwil-Im-Feld;Schulhaus;47 17 29.0;8 33 46.0;47.29138889;8.562777778;2685032;1238442;Einmalige Messung;Thalwil;NA;NA
141;Thalwil-Ludretikon;Schulhaus;47 17 45.7;8 33 44.2;47.29602778;8.562277778;2684987;1238957;Einmalige Messung;Thalwil;NA;NA
142;Thalwil-Oggisbüel;Schulhaus;47 17 21.0;8 34 10.7;47.28916667;8.569638889;2685554;1238202;Einmalige Messung;Thalwil;NA;NA
143;Wädenswil Au-Ort;Schulhaus;47 14 42.5;8 38 43.3;47.24513889;8.645361111;2691357;1233393;Einmalige Messung;Wädenswil Au;NA;NA
144;Wädenswil-Au-Steinacher;Schulhaus;47 14 37.9;8 38 30.6;47.24386111;8.641833333;2691092;1233247;Einmalige Messung;Wädenswil;NA;NA
145;Wädenswil-Eidmatt 2;Schulhaus;47 13 40.3;8 40 20.7;47.22786111;8.672416667;2693435;1231505;Einmalige Messung;Wädenswil;NA;NA
146;Wädenswil-Fuhrstrasse;Schulhaus;47 13 35.5;8 40 09.5;47.22652778;8.669305556;2693202;1231353;Einmalige Messung;Wädenswil;NA;NA
147;Wädenswil-Untermosen;Schulhaus;47 13 40.8;8 39 35.5;47.228;8.659861111;2692484;1231505;Einmalige Messung;Wädenswil;NA;NA
148;Erlenbach-Hitzberg;Schulhaus;47 18 08.6;8 35 43.5;47.30238889;8.595416667;2687482;1239701;Einmalige Messung;Erlenbach;NA;NA
149;Herrliberg-Rebacker;Schulhaus;47 17 14.5;8 36 51.4;47.28736111;8.614277778;2688934;1238051;Einmalige Messung;Herrliberg;NA;NA
150;Hombrechtikon_Neues Dörfli;Schulhaus;47 15 03.6;8 46 01.3;47.251;8.767027778;2700556;1234194;Einmalige Messung;Hombrechtikon;NA;NA
151;Küsnacht-Primar-Wiltisgasse;Schulhaus;47 18 57.9;8 34 51.3;47.31608333;8.580916667;2686364;1241207;Einmalige Messung;Küsnacht;NA;NA
152;Küsnacht-Sekundar-Zentrum;Schulhaus;47 19 12.4;8 34 54.9;47.32011111;8.581916667;2686433;1241656;Einmalige Messung;Küsnacht;NA;NA
153;Meilen-Primar-Allmend;Schulhaus;47 16 20.3;8 38 52.2;47.27230556;8.647833333;2691498;1236416;Einmalige Messung;Meilen;NA;NA
154;Meilen-Primar-Feldmeilen;Schulhaus;47 16 38.9;8 37 21.4;47.27747222;8.622611111;2689581;1236961;Einmalige Messung;Meilen;NA;NA
155;Meilen-Primar-Obermeilen;Schulhaus;47 16 03.2;8 39 24.8;47.26755556;8.656888889;2692191;1235899;Einmalige Messung;Meilen;NA;NA
156;Oetwil am See Kindergarten Gusch;Schulhaus;47 16 35.4;8 43 14.8;47.2765;8.720777778;2697009;1236970;Einmalige Messung;Oetwil;NA;NA
157;Stäfa-Kirchbühl nord;Schulhaus;47 14 23.1;8 43 49.5;47.23975;8.730416667;2697806;1232897;Einmalige Messung;Stäfa;NA;NA
158;Stäfa-Obstgarten;Schulhaus;47 14 30.0;8 43 54.4;47.24166667;8.731777778;2697905;1233112;Einmalige Messung;Stäfa;NA;NA
159;Uetikon am See Kantonsschule;Schulhaus;47 15 48.2;8 40 33.8;47.26338889;8.676055556;2693649;1235458;Einmalige Messung;Uetikon;NA;NA
160;Zollikon_Buechholz B;Schulhaus;47 20 20.8;8 34 30.4;47.33911111;8.575111111;2685888;1243761;Einmalige Messung;Zollikon;NA;NA
161;Zumikon-Farlifang;Schulhaus;47 20 01.5;8 37 22.2;47.33375;8.622833333;2689503;1243218;Einmalige Messung;Zumikon;NA;NA
162;Bauma-Sekundarschule;Schulhaus;47 22 11.3;8 52 51.1;47.36980556;8.880861111;2708929;1247552;Einmalige Messung;Bauma;NA;NA
163;Effretikon-Schlimperg;Schulhaus;47 25 51.5;8 41 06.2;47.43097222;8.685055556;2694034;1254099;Einmalige Messung;Effretikon;NA;NA
164;Effretikon-Watt;Schulhaus;47 25 42.7;8 41 39.3;47.42852778;8.69425;2694732;1253838;Einmalige Messung;Effretikon;NA;NA
165;Fehraltorf-Sekundar;Schulhaus;47 23 22.3;8 45 19.3;47.38952778;8.755361111;2699415;1249578;Einmalige Messung;Fehraltorf;NA;NA
166;Hittnau-Primarschule;Schulhaus;47 21 51.3;8 49 30.4;47.36425;8.825111111;2704730;1246859;Einmalige Messung;Hittnau;NA;NA
167;Illnau-Hagen;Schulhaus;47 24 32.0;8 43 18.1;47.40888889;8.721694444;2696838;1251688;Einmalige Messung;Illnau;NA;NA
